barId,name,street,city,state,zipcode,capacity,attire,Accepts credit card,isGoodForGroups,hasWiFi,allowsSmoking,typicalCrowd
598,Dragon,902 Talbot Ave. ,Chicago,IL,60629,160,Casual,0,0,0,0,Middle Age
599,Galway Inc,65 53rd Street ,Frankfort,KY,40601,120,Casual,1,0,0,0,Middle Age
600,Ted Dahmke,9279 Sunset St. ,Great Falls,VA,22066,350,Formal,0,0,1,0,Young
601,Brewsky's Food & Spirits,7 Foster Lane ,Dover,DE,19901,105,Smart Casual,1,0,0,0,Young
602,Ice House Lounge,71 Grandrose Lane ,Boston,MA,01841,185,Smart Casual,1,1,0,0,Young
603,Kaoba Inc,54 Johnson Lane ,Brownsville,TX,78521,200,Casual,1,0,1,0,Young
604,Thirsty Camel Saloon,8538 Henry Drive ,Oklahoma City,OK,73102,145,Smart Casual,1,0,1,0,Young
605,Roanoke Inn,4 W. Arrowhead Road ,Illinois,IL,62701,165,Smart Casual,1,0,0,0,Middle Age
606,Donohoe Consulting Group,9904 Oak Meadow Street ,Miami,FL,33158,150,Casual,1,0,0,0,Middle Age
607,2nd Street Music Hall,285 Leatherwood St. ,Katy,TX,77449,190,Smart Casual,1,0,0,0,Middle Age
608,Wild Buffalo House Of Music,865 Cooper Circle ,Atlantic City,NJ,08401,165,Formal,1,0,0,0,Middle Age
609,Fifth Quarter Tap,907 Homewood Street ,Charlotte,NC,28105,125,Smart Casual,1,0,1,0,Young
610,Sidelines Tavern & Grill,46 South Van Dyke St. ,Oklahoma City,OK,73101,175,Formal,1,0,0,0,Middle Age
611,Jungle,40 Swanson St. ,Cross River,NY,10518,140,Casual,1,0,0,0,Middle Age
612,Keller International Pubg Llc,22 Madison Street ,San Jose,CA,95120,150,Casual,1,1,1,0,Young
613,Funugyz,45 Bridgeton Ave. ,Frankfort,KY,40601,185,Formal,1,0,0,0,Middle Age
614,Summit Wine And Spirits,14 South Pawnee Street ,Iowa City,IA,52240,130,Smart Casual,1,0,0,0,Young
615,Curtis Warren,45 Manor Street ,Oklahoma City,OK,73102,190,Formal,0,0,0,0,Middle Age
616,Village Pub Bar & Grill,9789 S. Campfire Road ,Illinois,IL,62701,105,Casual,1,1,1,1,Young
617,Daily Planet,8109 Cherry Hill Ave. ,Dallas,TX,75001,205,Casual,1,0,0,0,Middle Age
618,New Jester's Lounge,17 East Fremont Dr. ,Charlotte,NC,28105,195,Formal,1,1,0,0,Young
619,Flick's Package Liquor,9933 Adams Drive ,Austin,TX,78730,340,Casual,1,0,0,0,Middle Age
620,Envy Lounge,9713 E. Cactus Ave. ,Fontana,CA,92335,160,Casual,1,1,0,0,Young
621,Hydrate,1 River Avenue ,Sun City,AZ,85351,115,Smart Casual,1,0,0,0,Middle Age
622,Strozzi's Bar,9358 Lakewood Court ,Charlotte,NC,28105,165,Casual,1,0,1,0,Young
623,Bentz Street Raw Bar,31 S. Lantern St. ,Great Falls,VA,22066,400,Casual,1,0,0,1,Old
624,Laffs Comedy Cafe,65 N. Primrose Dr. ,Atlanta,GA,30334,165,Casual,0,0,1,0,Young
625,Jo-Jo's Tavern & Restaurant,9077 East Coffee Dr. ,Charlotte,NC,28105,165,Formal,1,0,0,0,Young
626,On The Mark,9052 Third St. ,New Brunswick,NJ,08901,175,Smart Casual,1,0,0,0,Middle Age
627,Iron Horse Saloon,615 Southampton Ave. ,New York,NY,10029,185,Smart Casual,1,0,1,0,Young
628,Andrea Hotel Inc,8322 South Poplar Lane ,Oklahoma City,OK,73101,160,Smart Casual,1,0,1,1,Old
629,Calico Cat,9919 Brickell Street ,Highland,MD,20777,200,Casual,1,0,1,0,Young
630,Rowdy Buck Saloon,9 Court Ave. ,Austin,TX,78730,180,Formal,1,0,0,0,Young
631,Blake's,9480 Columbia Ave. ,Katy,TX,77449,155,Smart Casual,1,0,1,0,Young
632,Average Joe's Sports Pub,9708 Westminster Dr. ,Kenilworth,IL,60043,125,Smart Casual,1,1,0,1,Young
633,House Of Blues New Media,7007 Linda Avenue ,New York,NY,10029,190,Smart Casual,1,0,0,0,Middle Age
634,Laundry Bar,9668 Sugar St. ,El Paso,TX,79936,360,Casual,1,0,0,0,Middle Age
635,Shank's Tavern,59 East Smoky Hollow Dr. ,Richmond,VA,23218,350,Smart Casual,1,0,0,0,Middle Age
636,Roosters Country,353 Crescent Ave. ,Dover,MA,02030,165,Smart Casual,1,0,0,0,Young
637,River City Entertainment (D.b,1 Canal Street ,Richmond,VA,23218,220,Casual,0,0,0,1,Old
638,Neighbors,733 W. Sutor Avenue ,Durham,NC,27706,135,Casual,1,0,0,0,Young
639,Manhattan's,9186 Plumb Branch Dr. ,Springfield,PA,19064,140,Casual,0,0,0,0,Middle Age
640,Apartment,8839 Williams St. ,Richmond,VA,23218,310,Smart Casual,1,0,0,0,Young
641,Huron Athletic Club,8055 Ridgeview Street ,Cross River,NY,10518,105,Smart Casual,1,1,1,0,Young
642,Spike's Keg O Nails,9553 Sierra Ave. ,Sun City,AZ,85351,200,Formal,1,0,0,1,Old
643,Tamaqua Bar & Marina,54 Vale Lane ,Dallas,TX,75001,190,Smart Casual,1,0,0,0,Young
644,Aj's,815 Holly Lane ,Austin,TX,78730,110,Casual,1,0,0,0,Young
645,Town Tavern Inc,83 Glen Eagles St. ,Princeton Junction,NJ,08550,170,Formal,1,0,1,0,Young
646,White House Inn,227 Peninsula Dr. ,Austin,TX,78730,130,Smart Casual,1,0,0,0,Young
647,Tavern On Mill,130 W. Deerfield Lane ,El Paso,TX,79936,140,Smart Casual,1,0,0,0,Middle Age
648,Excel Communication,7008 Holly St. ,Oklahoma City,OK,73102,120,Formal,1,0,0,0,Middle Age
649,Branch,9327 Grant Street ,Atlanta,GA,30334,200,Formal,1,0,0,0,Middle Age
650,Black Forest,75 Vale Street ,Brownsville,TX,78521,185,Casual,0,0,1,0,Young
651,Myth The Nightclub,709 North Lilac St. ,Salt Lake City,UT,84101,400,Smart Casual,1,1,1,0,Young
652,Kennedy's Pub,8146 Ridgeview Lane ,Kenilworth,IL,60043,150,Casual,1,1,0,0,Young
653,Speakeasy Ultra Lounge,Apt 331 ,Villanova,PA,19085,110,Smart Casual,1,1,1,0,Young
654,Escapades,324 North Lilac St. ,Oklahoma City,OK,73101,175,Formal,1,0,0,0,Middle Age
655,BUCKEYE TAVERN,12 East Greenview Lane ,Springfield,PA,19064,135,Casual,1,0,1,0,Young
656,Knight Time Billiards,9528 E. Chapel St. ,Richmond,VA,23218,200,Casual,0,0,0,0,Middle Age
657,Trap N Fish Motel,9322 South South Rd. ,Trenton,NJ,08608,140,Smart Casual,1,0,0,0,Middle Age
658,Draft House,177 Van Dyke Drive ,Norwalk,CA,90650,155,Formal,1,0,1,0,Young
659,Jr's Bar & Grill,635 La Sierra Road ,Norwalk,CA,90650,145,Smart Casual,1,0,0,1,Old
660,Checkers Tavern,9510 8th Road ,Iowa City,IA,52240,155,Smart Casual,1,0,1,0,Young
661,Chrome Night Life Arena,10 John Rd. ,Brooklyn,NY,11249,170,Smart Casual,0,0,0,0,Middle Age
662,K C's Cabin Tavern,8196 Vermont Drive ,Atlanta,GA,30334,195,Formal,1,0,0,0,Middle Age
663,Blu,198 Somerset Dr. ,Darien,CT,06820,195,Formal,1,0,1,0,Young
664,African Art Design International,217 Lakeview Rd. ,Brownsville,TX,78521,120,Smart Casual,1,0,0,0,Middle Age
665,Spot,872 South Sheffield Rd. ,Oklahoma City,OK,73102,140,Casual,0,0,0,0,Middle Age
666,Blind Horse Saloon Inc,575 Linden Street ,Frankfort,KY,40601,165,Smart Casual,1,0,0,0,Middle Age
667,John's Place,7868 North Manhattan St. ,Cross River,NY,10518,110,Formal,1,0,1,0,Young
668,Slim & Chubby's,7953 East Park Drive ,Dover,MA,02030,195,Formal,1,0,0,0,Middle Age
669,Godfather Ii,88 W. Wayne Road ,Highland,MD,20777,130,Smart Casual,1,0,0,1,Old
670,Freebird Cafe,9020 South Pulaski Ave. ,Brooklyn,NY,11249,120,Smart Casual,1,0,0,0,Middle Age
671,Barley John's Brew Pub,7437 Pawnee Rd. ,Sun City,AZ,85351,125,Smart Casual,1,1,0,0,Young
672,Game Time,279 NW. Golden Star Avenue ,Houston,TX,77084,175,Smart Casual,1,0,0,0,Middle Age
673,Arizona Wine Makers,68 Myers Avenue ,New York,NY,10029,120,Casual,1,0,1,0,Young
674,Thirsty Parrot,66 W. Court St. ,Nashville,TN,37201,155,Formal,1,0,0,1,Old
675,Club Orleans,7625 Hudson Drive ,Salem,OR,97301,130,Smart Casual,1,1,0,0,Young
676,Johnny Mack's,161 Arnold Avenue ,Atlanta,GA,30334,185,Casual,1,0,0,0,Middle Age
677,Albuquerque Mining Co,8640 Ann Lane ,Las Vegas,NV,89134,110,Smart Casual,0,0,1,0,Young
678,Club Deep,9485 North Hickory Ave. ,Richmond,VA,23218,385,Smart Casual,1,1,0,0,Young
679,Jean Marion,7150 Lower River Drive ,Iowa City,IA,52240,170,Formal,0,0,0,0,Middle Age
680,Challenges,8 2nd St. ,Darien,CT,06820,120,Formal,1,0,0,0,Middle Age
681,The Barker Tavern,606 Nicolls Court ,Los Angeles,CA,90011,140,Smart Casual,0,0,0,0,Middle Age
682,Lovejoy's,886 Wagon Drive ,Indianapolis,IN,46290,125,Formal,1,0,0,0,Young
683,Mikeee's,8977 Rosewood Lane ,Durham,NC,27706,190,Smart Casual,0,0,0,0,Young
684,Village Cafe,920 Race Street ,Houston,TX,77084,295,Casual,1,0,0,0,Middle Age
685,Lunkers,8528 Summer Street ,El Paso,TX,79936,210,Formal,1,0,0,0,Middle Age
686,Frog's Landing,9501 Golf St. ,Washington,DC,20001,125,Smart Casual,1,0,1,0,Young
687,Lawrenceville Beer,7248 Clay Street ,El Paso,TX,79936,205,Casual,1,0,0,0,Middle Age
688,Nyc Provocatour,7579 Pin Oak Lane ,Trenton,NJ,08608,190,Smart Casual,1,0,1,0,Young
689,Braddock Hills Beer Distributor,129 Delaware Ave. ,Dover,MA,02030,200,Formal,1,0,0,0,Middle Age
690,Murphy's Irish Pub,622 Stillwater Street ,Atlanta,GA,30334,170,Casual,1,1,1,0,Young
691,Broadway Limousine Inc.,9880 Lafayette Drive ,Norwalk,CA,90650,140,Formal,1,0,0,0,Young
692,Harassments,7329 Essex St. ,Great Falls,VA,22066,250,Formal,1,0,0,0,Middle Age
693,Johnny D's Uptown Restaurant,503 Rockwell Street ,Weston,MA,02493,175,Casual,1,0,1,0,Young
694,Pencak & Co,2 North 3rd Drive ,Dover,MA,02030,155,Casual,1,0,1,0,Young
695,North Star Bar,6 Ridgeview Ave. ,Las Vegas,NV,89134,180,Casual,1,0,0,0,Young
696,Silver Cloud Bar Grill,77 E. Princeton Ave. ,Houston,TX,77084,110,Formal,1,0,0,0,Young
697,Tr's Point,9578 Cedarwood Drive ,Fontana,CA,92335,130,Casual,1,0,0,0,Middle Age
698,North Dallas Bar & Grill,45 Kent Ave. ,Brownsville,TX,78521,160,Smart Casual,1,0,0,0,Middle Age
699,Chris Owens Club,8345 Glendale Rd. ,Nashville,TN,37201,170,Smart Casual,1,1,0,0,Young
700,Country Club,963 E. Center Lane ,New Brunswick,NJ,08901,130,Formal,1,1,1,0,Young
701,Lot 1210,583 Purple Finch St. ,Darien,CT,06820,170,Smart Casual,1,0,1,0,Young
702,Sidelines,7383 Evergreen St. ,Springfield,PA,19064,105,Formal,0,0,0,0,Middle Age
703,River Room Lounge,344 John Street ,Kenilworth,IL,60043,165,Casual,1,1,0,0,Young
704,Blondies,225 Shirley St. ,Katy,TX,77449,120,Smart Casual,1,0,0,0,Middle Age
705,Raw Bar & Grill,369 S. Gonzales Drive ,Santa Fe,NM,87501,190,Smart Casual,1,0,0,0,Middle Age
706,Heartbreakers,7152 Brookside Street ,Durham,NC,27706,130,Casual,0,0,0,0,Middle Age
707,Phone Booth Lounge,73 High Noon Drive ,New Brunswick,NJ,08901,105,Casual,1,1,1,0,Young
708,Maxum Bar & Grill,9111 Meadowbrook Dr. ,Norwalk,CA,90650,140,Casual,1,0,0,1,Old
709,Brandy Library Lounge,920 Rockland Dr. ,Villanova,PA,19085,110,Smart Casual,1,1,1,0,Young
710,Highland Inn,42 Ohio Drive ,Miami Beach,FL,33109,115,Formal,1,0,1,0,Young
711,Terrace Bar,115 Arch St. ,Kenilworth,IL,60043,135,Smart Casual,1,0,1,0,Young
712,Wise Crackers Comedy Clubs,9514 Sunbeam Lane ,New Brunswick,NJ,08901,125,Formal,1,1,0,0,Young
713,4th & 23rd,30 University Rd. ,Oklahoma City,OK,73101,170,Formal,1,0,0,0,Middle Age
714,Mangabang's PR Bar/Nightclub,79 Brickell Dr. ,Los Angeles,CA,90011,140,Casual,1,1,1,0,Young
715,George's Majestic Lounge,9 Lees Creek Dr. ,Fontana,CA,92335,115,Casual,0,1,0,0,Young
716,Sahara,36 Big Rock Cove Ave. ,Fontana,CA,92335,200,Casual,1,0,0,0,Middle Age
717,Sodbusters,8535 Airport Road ,Dallas,TX,75001,185,Formal,1,0,1,0,Young
718,Molly's Bar,9430 Birchpond Ave. ,Chesapeake,VA,23320,345,Formal,1,0,1,0,Young
719,Stone Forge Tavern & Publick,748 Summerhouse Street ,Katy,TX,77449,165,Smart Casual,1,1,0,0,Young
720,Bar An Eating & Drinking,7 Meadow St. ,Salt Lake City,UT,84101,190,Formal,0,0,1,0,Young
721,Chicago Bar,7877 Albany Court ,Dallas,TX,75001,160,Smart Casual,1,0,0,0,Middle Age
722,Ling & Louie's Asian Bar,57 Logan Street ,Princeton Junction,NJ,08550,190,Formal,1,0,0,0,Young
723,Metal Rebel Bar & Grill,443 Roberts Street ,Salem,OR,97301,150,Casual,1,0,0,0,Young
724,Monkey Pants & Bar & Grill,9 Goldfield St. ,Annapolis,MD,21401,185,Formal,1,0,0,0,Young
725,Birmingham Bridge Tavern,7 New Saddle Dr. ,Dover,MA,02030,110,Formal,1,0,0,0,Young
726,This Wine Is Mine,854 Carpenter Road ,Brownsville,TX,78521,160,Formal,1,0,1,0,Young
727,Hunter Relocation,43 Oak Meadow Dr. ,Miami,FL,33158,185,Formal,1,0,0,0,Middle Age
728,Fisher's Camp Resort,295 S. Sierra St. ,Norwalk,CA,90650,190,Formal,1,0,0,0,Young
729,Products,47 S. Golden Star Drive ,Dover,DE,19901,170,Formal,0,0,1,0,Young
730,Irving Mill Restaurant,47 West Nut Swamp Street ,Princeton Junction,NJ,08550,195,Smart Casual,1,0,1,1,Old
731,Sjb Inc,9859 Poor House Avenue ,Kenilworth,IL,60043,125,Casual,0,0,0,0,Middle Age
732,Skeeter's Lounge,672 Anderson Dr. ,Brooklyn,NY,11249,170,Casual,0,1,0,0,Young
733,Dream House,538 Rockland St. ,Charlotte,NC,28105,190,Formal,1,0,0,0,Middle Age
734,Den,889 Whitemarsh Dr. ,Oklahoma City,OK,73102,150,Smart Casual,0,0,0,0,Middle Age
735,Border Lounge,7412 West Goldfield St. ,Austin,TX,78730,135,Casual,1,1,1,0,Young
736,Italian Wine Merchants,610 Mulberry Ave. ,Richmond,VA,23218,245,Casual,0,0,0,0,Middle Age
737,Rusty Harpoon,73 Pennington St. ,Salt Lake City,UT,84101,280,Formal,1,0,0,0,Young
738,Pyramid Breweries Inc,9944 Leatherwood Ave. ,Highland,MD,20777,175,Casual,1,0,0,0,Middle Age
739,Nice Guy Eddie's,7183 Brookside St. ,Chesapeake,VA,23320,170,Formal,1,0,1,0,Young
740,Carlo Russo's Wine & Spirit World,9664 King St. ,Frankfort,KY,40601,130,Formal,1,0,0,0,Young
741,Emerson Biggins Sports Bar,391 College Rd. ,Trenton,NJ,08608,145,Casual,1,0,0,0,Middle Age
742,My Brother's Place,98 Manor St. ,Brooklyn,NY,11249,105,Smart Casual,0,0,0,0,Young
743,Grape Lakes Wine Appreciation Guild,8077 S. Gartner Court ,Illinois,IL,62701,185,Casual,0,0,0,0,Young
744,Bowery,7411 NW. Snake Hill Drive ,Dover,DE,19901,165,Formal,0,0,0,0,Middle Age
745,Howlin' Wolf,8720 St Louis St. ,Illinois,IL,62701,155,Casual,1,0,1,0,Young
746,Ad-Lib Bar & Grille,738 Willow Lane ,Fontana,CA,92335,155,Formal,1,0,0,0,Middle Age
747,Hilltop,13 Cottage Drive ,Atlanta,GA,30334,200,Casual,1,0,0,0,Middle Age
748,Venue 1215,826 Bowman Drive ,Indianapolis,IN,46290,200,Smart Casual,1,0,0,0,Middle Age
749,The Whitley Company,92 Pilgrim Drive ,Highland,MD,20777,130,Casual,0,0,0,0,Middle Age
750,John's Alley Tavern,8 Sugar St. ,Los Angeles,CA,90011,170,Casual,1,0,0,1,Old
751,Rick's American Cafe,153 St Margarets Court ,Richmond,VA,23218,355,Smart Casual,0,0,1,0,Young
752,Barking Spider Tavern,408 Trout St. ,Austin,TX,78730,195,Smart Casual,0,0,0,0,Middle Age
753,Loafers Beach Club,980 Riverside Rd. ,Fontana,CA,92335,135,Smart Casual,1,1,0,0,Young
754,Ship's Inn,398 Chestnut Rd. ,San Jose,CA,95120,165,Formal,1,0,0,0,Middle Age
755,Dee's Cafe,997 Oak Meadow Avenue ,San Jose,CA,95120,125,Smart Casual,1,0,0,0,Middle Age
756,Omega DC,8260 Newbridge Rd. ,Charlotte,NC,28105,135,Formal,1,0,0,0,Young
757,Lone Eagle Saloon,734 Redwood Ave. ,Austin,TX,78730,145,Smart Casual,1,0,1,0,Young
758,Ticoz Resto-Bar,7666 Piper Street ,Salt Lake City,UT,84101,230,Casual,1,0,1,0,Young
759,Village Pub,9917 Church Ave. ,Miami Beach,FL,33109,120,Casual,1,1,0,0,Young
760,Stetsons Nightlife,71 Saxton St. ,Darien,CT,06820,180,Formal,1,0,0,0,Middle Age
761,Brick Store Pub,58 Hawthorne St. ,Durham,NC,27706,130,Smart Casual,0,1,0,0,Young
762,Subterranean,336 Vine Ave. ,Dover,DE,19901,110,Formal,1,0,1,0,Young
763,Tryst Lounge,7552 Armstrong Street ,Oklahoma City,OK,73102,165,Formal,0,1,0,0,Young
764,Overlook,133 E. 3rd Drive ,Oklahoma City,OK,73101,185,Casual,1,0,1,0,Young
765,Crystal Corner Bar,7360 East Brookside St. ,Brooklyn,NY,11249,135,Casual,1,0,0,0,Middle Age
766,Ginger Man,39 Rockwell St. ,Trenton,NJ,08608,110,Casual,1,0,0,0,Middle Age
767,Key West Saloon; Inc.,660 N. 3rd Rd. ,Washington,DC,20001,185,Formal,1,0,0,0,Middle Age
768,Belmont Inn,600 Arch Drive ,Dover,DE,19901,190,Casual,1,0,1,0,Young
769,Touchdowns Sportsbar,9482 Poor House Dr. ,Kenilworth,IL,60043,140,Casual,0,0,1,0,Young
770,Plan B,8716 Fairground Dr. ,Trenton,NJ,08608,105,Formal,1,0,0,0,Middle Age
771,Project,4 Glenwood Dr. ,Trenton,NJ,08608,155,Smart Casual,1,0,1,0,Young
772,Mhtechnologies,81 S. Dunbar St. ,Chesapeake,VA,23320,295,Formal,1,0,1,0,Young
773,Ninety Nine Restaurant & Pub,566 Sherman Street ,Dover,MA,02030,175,Smart Casual,1,1,1,0,Young
774,Stress Factory Comedy Club,5 Lookout Dr. ,Brownsville,TX,78521,130,Smart Casual,0,1,1,0,Young
775,Blanchard's Tavern,177 Annadale Rd. ,Weston,MA,02493,190,Casual,1,0,0,0,Middle Age
776,Sudsy Malone's Rock & Roll Bar,180 Dogwood St. ,Salem,OR,97301,175,Casual,1,0,0,0,Middle Age
777,Cowboys & Indians,930 Peachtree St. ,Chesapeake,VA,23320,345,Casual,1,0,0,0,Middle Age
778,Chieftan Pub,7981 Cardinal St. ,Weston,MA,02493,160,Casual,1,1,0,0,Young
779,Trixie's Gold Room,8976 Mountainview Street ,Brownsville,TX,78521,150,Smart Casual,0,0,0,0,Middle Age
780,Charta Unlimited,7700 Cooper Drive ,El Paso,TX,79936,140,Formal,1,0,1,0,Young
781,Planet Rose,8992 East Griffin Rd. ,Brooklyn,NY,11249,140,Casual,1,0,0,0,Young
782,Slainte Irish Pub & Restaurant,37 Lexington St. ,Norwalk,CA,90650,150,Smart Casual,1,1,0,0,Young
783,Scarlett's,459 Cedarwood Ave. ,Brooklyn,NY,11249,170,Formal,1,0,1,0,Young
784,Krog Bar Llc,9239 Wayne Avenue ,Houston,TX,77084,195,Smart Casual,0,0,1,0,Young
785,Johnny Banana's Tavern,424 Piper Street ,Weston,MA,02493,175,Casual,1,0,1,1,Old
786,Enoch's Pub & Grill,7773 Surrey Ave. ,Trenton,NJ,08608,145,Smart Casual,1,1,1,0,Young
787,Meehan's Ale House,155 Plumb Branch Street ,Princeton Junction,NJ,08550,145,Formal,0,0,1,0,Young
788,Spanish Tavern,23 Strawberry Street ,New Brunswick,NJ,08901,200,Casual,1,0,1,0,Young
789,Brewski's,46 Broad Ave. ,Annapolis,MD,21401,170,Formal,1,0,0,1,Old
790,Superior Painting And Wallpaper,Apt 2 ,Austin,TX,78730,155,Casual,1,0,1,0,Young
791,Cowboy Club,782 Fremont Dr. ,New Brunswick,NJ,08901,180,Smart Casual,1,1,0,0,Young
792,Beach House Bar & Grill,24 Harrison Dr. ,Los Angeles,CA,90011,125,Smart Casual,1,0,0,1,Old
793,Glen Lakes Wine Shop,8720 West Summer Avenue ,Fontana,CA,92335,130,Formal,1,0,1,0,Young
794,Old Point Bar,993 Briarwood Rd. ,Salt Lake City,UT,84101,220,Formal,1,0,0,0,Middle Age
795,Lucky 13 Saloon,8872 Cedar Swamp Lane ,Annapolis,MD,21401,200,Smart Casual,1,0,0,0,Young
796,Don Sprayberry,68 Oakwood Dr. ,Villanova,PA,19085,130,Formal,0,0,0,0,Young
797,Lounge 201 Llc,9826 Summit Lane ,Great Falls,VA,22066,305,Casual,1,1,1,0,Young
